Frequency,Phrase
1,and later stage
1,later stage diagnosis
1,this will without a
1,will without a doubt
1,without a doubt increase
1,hpv negative
1,negative smear
1,smear tests
1,a number of other
1,that turned out
1,turned out to
1,out to be
1,to be cervical
1,be cervical cancer
1,additional details myself and
1,details myself and a
1,myself and a number
1,and a number of
1,number of other women
1,tests with
1,of other women i
1,other women i know
1,women i know had
1,i know had hpv
1,know had hpv negative
1,had hpv negative smear
1,hpv negative smear tests
1,negative smear tests with
1,smear tests with cell
1,changes that turned
1,cell changes that
1,with cell changes
1,tests with cell
1,with cell
1,changes that
1,that turned
1,turned out
1,be cervical
1,additional details myself
1,details myself and
1,myself and a
1,and a number
1,number of other
1,of other women
1,other women i
1,women i know
1,i know had
1,know had hpv
1,had hpv negative
1,hpv negative smear
1,negative smear tests
1,smear tests with
1,a doubt
1,will without
1,for cervical cell
1,looked at
1,changes if
1,if you
1,you do
1,have high
1,risk hpv
1,hpv your
1,your sample
1,sample will
1,be looked
1,at for
1,the latest
1,for cell
1,with the latest
1,the latest changes
1,latest changes if
1,changes if you
1,if you do
1,you do not
1,not have high
1,have high risk
1,latest changes
1,regardless of the hpv result
1,this will
1,cervical cell changes regardless
1,cervical cell changes
1,cell changes regardless
1,changes regardless of
1,of the hpv
1,the hpv result
1,commit to testing for
1,to testing for cervical
1,testing for cervical cell
1,for cervical cell changes
1,cell changes regardless of
1,changes regardless of the hpv
1,changes regardless of the
1,regardless of the hpv
1,of the hpv result
1,commit to testing for cervical
1,to testing for cervical cell
1,testing for cervical cell changes
1,for cervical cell changes regardless
1,cervical cell changes regardless of
1,cell changes regardless of the
1,high risk hpv
1,risk hpv your
1,hpv your sample
1,not have high risk hpv
1,looked at for cell
1,at for cell changes
1,with the latest changes if
1,the latest changes if you
1,latest changes if you do
1,changes if you do not
1,if you do not have
1,you do not have high
1,do not have high risk
1,have high risk hpv your
1,your sample will
1,high risk hpv your sample
1,risk hpv your sample will
1,hpv your sample will not
1,your sample will not be
1,sample will not be looked
1,will not be looked at
1,not be looked at for
1,be looked at for cell
1,looked at for cell changes
1,be looked at for
1,not be looked at
1,will not be looked
1,sample will not be
1,sample will not
1,not be looked
1,close down schools and
1,looked at for
1,at for cell
1,for cell changes
1,with the latest changes
1,the latest changes if
1,latest changes if you
1,changes if you do
1,if you do not
1,you do not have
1,do not have high
1,not have high risk
1,have high risk hpv
1,high risk hpv your
1,risk hpv your sample
1,hpv your sample will
1,your sample will not
1,school in the
1,to school in
1,details the return
1,been led
1,families homes
1,homes and
1,and jobs
1,jobs all
1,all destroyed
1,destroyed by
1,a device
1,device they
1,they had
1,led to
1,have lost
1,to believe
1,believe to
1,be safe
1,ladies have lost
1,have lost families
1,lost families homes
1,families homes and
1,homes and jobs
1,and jobs all
1,lost families
1,ladies have
1,out their problems are attributable
1,down the line after being
1,problems are attributable to the
1,are attributable to the device
1,attributable to the device until
1,to the device until many
1,the device until many years
1,device until many years down
1,until many years down the
1,many years down the line
1,years down the line after
1,the line after being investigated
1,they simply do not have
1,line after being investigated for
1,after being investigated for other
1,being investigated for other medical
1,investigated for other medical conditions
1,for other medical conditions that
1,other medical conditions that they
1,medical conditions that they simply
1,conditions that they simply do
1,that they simply do not
1,jobs all destroyed
1,all destroyed by
1,destroyed by a
1,and jobs all destroyed by
1,been led to believe
1,led to believe to
1,to believe to be
1,believe to be safe
1,ladies have lost families homes
1,have lost families homes and
1,lost families homes and jobs
1,families homes and jobs all
1,homes and jobs all destroyed
1,jobs all destroyed by a
1,by a device
1,all destroyed by a device
1,destroyed by a device they
1,by a device they had
1,a device they had been
1,device they had been led
1,they had been led to
1,had been led to believe
1,been led to believe to
1,led to believe to be
1,had been led to
1,they had been led
1,device they had been
1,a device they had
1,a device they
1,device they had
1,they had been
1,had been led
1,been led to
1,led to believe
1,to believe to
1,believe to be
1,to be safe
1,ladies have lost families
1,have lost families homes
1,lost families homes and
1,families homes and jobs
1,homes and jobs all
1,and jobs all destroyed
1,jobs all destroyed by
1,all destroyed by a
1,destroyed by a device
1,by a device they
1,their problems are attributable to
1,find out their problems are
1,how can
1,conditions that
1,down the
1,the line
1,line after
1,after being
1,being investigated
1,investigated for
1,for other
1,other medical
1,medical conditions
1,they simply
1,many years
1,simply do
1,some dont find
1,dont find out
1,find out their
1,out their problems
1,their problems are
1,problems are attributable
1,are attributable to
1,attributable to the
1,years down
1,until many
1,dont find out their problems
1,when a particular device was
1,the court theres a maximum
1,court theres a maximum of
1,theres a maximum of 10
1,a maximum of 10 years
1,maximum of 10 years from
1,of 10 years from when
1,10 years from when a
1,years from when a particular
1,from when a particular device
1,a particular device was manufactured
1,device until
1,some dont
1,dont find
1,find out
1,out their
1,their problems
1,problems are
1,are attributable
1,attributable to
1,the device
1,to the device
1,the device until
1,device until many
1,after being investigated for
1,to the device until
1,the device until many
1,device until many years
1,until many years down
1,many years down the
1,years down the line
1,down the line after
1,the line after being
1,line after being investigated
1,being investigated for other
1,until many years
1,investigated for other medical
1,for other medical conditions
1,other medical conditions that
1,medical conditions that they
1,conditions that they simply
1,that they simply do
1,they simply do not
1,simply do not have
1,some dont find out their
1,attributable to the device
1,are attributable to the
1,problems are attributable to
1,their problems are attributable
1,many years down
1,years down the
1,down the line
1,the line after
1,line after being
1,after being investigated
1,being investigated for
1,investigated for other
1,for other medical
1,other medical conditions
1,medical conditions that
1,conditions that they
1,that they simply
1,they simply do
1,simply do not
1,some dont find out
1,dont find out their
1,find out their problems
1,out their problems are
1,to believe to be safe
1,the law
1,their family
1,and provide assistance for
1,to school due
1,school due to
1,due to coronavirus
1,to coronavirus transmission
1,coronavirus transmission concerns
1,scrap fines punitive measures
1,fines punitive measures and
1,punitive measures and provide
1,measures and provide assistance
1,provide assistance for households
1,send their children
1,assistance for households with
1,for households with at
1,households with at risk
1,with at risk and
1,at risk and vulnerable
1,risk and vulnerable members
1,and vulnerable members who
1,vulnerable members who are
1,members who are not
1,their children to
1,to send their
1,send their
1,assistance for households
1,to coronavirus
1,coronavirus transmission
1,transmission concerns
1,scrap fines punitive
1,fines punitive measures
1,punitive measures and
1,measures and provide
1,and provide assistance
1,provide assistance for
1,for households with
1,willing to send
1,households with at
1,with at risk
1,at risk and
1,risk and vulnerable
1,and vulnerable members
1,vulnerable members who
1,members who are
1,are not willing
1,not willing to
1,who are not willing
1,are not willing to
1,not willing to send
1,school due to coronavirus transmission
1,who are not willing to
1,are not willing to send
1,not willing to send their
1,willing to send their children
1,to send their children to
1,send their children to school
1,their children to school due
1,children to school due to
1,to school due to coronavirus
1,due to coronavirus transmission concerns
1,willing to send their
1,school in
1,the upcoming
1,upcoming term
1,term should
1,a potentially
1,potentially life
1,and death
1,death choice
1,choice for
1,members who are not willing
1,vulnerable members who are not
1,and vulnerable members who are
1,risk and vulnerable members who
1,to send their children
1,send their children to
1,their children to school
1,children to school due
1,to school due to
1,school due to coronavirus
1,due to coronavirus transmission
1,to coronavirus transmission concerns
1,scrap fines punitive measures and
1,fines punitive measures and provide
1,punitive measures and provide assistance
1,measures and provide assistance for
1,and provide assistance for households
1,provide assistance for households with
1,assistance for households with at
1,for households with at risk
1,households with at risk and
1,with at risk and vulnerable
1,at risk and vulnerable members
1,school due
1,to send
1,law for
1,the law for implants be
1,for implants be the
1,implants be the same
1,be the same for
1,the same for devices
1,same for devices like
1,for devices like your
1,devices like your kettle
1,how can the law for
1,can the law for implants
1,law for implants be the
1,the law for implants
1,for implants be the same
1,implants be the same for
1,be the same for devices
1,the same for devices like
1,same for devices like your
1,for devices like your kettle
1,time limit
1,limit for
1,of implanted
1,law for implants be
1,can the law for
1,willing to
1,can the law
1,for implants
1,implants be
1,be the
1,same for
1,for devices
1,devices like
1,like your
1,your kettle
1,how can the
1,the law for
1,how can the law
1,law for implants
1,for implants be
1,implants be the
1,be the same
1,the same for
1,same for devices
1,for devices like
1,devices like your
1,like your kettle
1,implanted medical
1,medical devices
1,devices should
1,measures and
1,against the manufacturer of implanted
1,the manufacturer of implanted medical
1,manufacturer of implanted medical devices
1,of implanted medical devices should
1,implanted medical devices should be
1,medical devices should be removed
1,scrap fines
1,fines punitive
1,punitive measures
1,provide assistance
1,the time limit
1,assistance for
1,for households
1,households with
1,with at
1,at risk
1,risk and
1,and vulnerable
1,members who
1,not willing
1,claim against the manufacturer of
1,bringing a claim against the
1,limit for bringing a claim
1,time limit for bringing a
1,time limit for
1,limit for bringing
1,the manufacturer of
1,manufacturer of implanted
1,of implanted medical
1,implanted medical devices
1,medical devices should
1,devices should be
1,the time limit for
1,time limit for bringing
1,limit for bringing a
1,against the manufacturer of
1,the manufacturer of implanted
1,manufacturer of implanted medical
1,of implanted medical devices
1,implanted medical devices should
1,medical devices should be
1,devices should be removed
1,the time limit for bringing
1,ill close down schools
1,cervical screening
1,down schools and colleges
1,evidence around the world to
1,into brain tumours and treatment
1,brain tumours and treatment but
1,tumours and treatment but there
1,and treatment but there is
1,treatment but there is clear
1,but there is clear evidence
1,there is clear evidence around
1,is clear evidence around the
1,clear evidence around the world
1,around the world to support
1,little funding into brain tumours
1,the world to support metabolism
1,world to support metabolism has
1,to support metabolism has an
1,support metabolism has an effect
1,advising on
1,on metabolism
1,metabolism would
1,would most
1,most likely
1,funding into brain tumours and
1,is little funding into brain
1,improve outcomes
1,but there is clear
1,there is little funding
1,is little funding into
1,little funding into brain
1,funding into brain tumours
1,into brain tumours and
1,brain tumours and treatment
1,tumours and treatment but
1,and treatment but there
1,treatment but there is
1,there is clear evidence
1,there is little funding into
1,is clear evidence around
1,clear evidence around the
1,evidence around the world
1,around the world to
1,the world to support
1,world to support metabolism
1,to support metabolism has
1,support metabolism has an
1,metabolism has an effect
1,likely improve
1,outcomes for
1,needs to be assessed
1,advising on metabolism would
1,be assessed at
1,assessed at first
1,at first point
1,first point and
1,point and needs
1,and needs to
1,needs to addressed
1,to addressed alongside
1,addressed alongside treatment
1,on metabolism would most
1,it needs to
1,metabolism would most likely
1,would most likely improve
1,most likely improve outcomes
1,likely improve outcomes for
1,improve outcomes for many
1,outcomes for many but
1,for many but it
1,many but it needs
1,but it needs to
1,to be assessed
1,but it needs
1,for many
1,addressed alongside
1,many but
1,it needs
1,be assessed
1,assessed at
1,at first
1,first point
1,point and
1,and needs
1,to addressed
1,alongside treatment
1,many but it
1,advising on metabolism
1,on metabolism would
1,metabolism would most
1,would most likely
1,most likely improve
1,likely improve outcomes
1,improve outcomes for
1,outcomes for many
1,for many but
1,has an effect
1,metabolism has an
1,support metabolism has
1,and self funded an integrative
1,amount that others might
1,that others might not
1,others might not be
1,might not be able
1,be able to do
1,instead i have researched and
1,i have researched and self
1,have researched and self funded
1,researched and self funded an
1,self funded an integrative pathway
1,a considerable amount that
1,funded an integrative pathway to
1,an integrative pathway to correct
1,integrative pathway to correct these
1,pathway to correct these markers
1,to correct these markers and
1,correct these markers and extended
1,these markers and extended my
1,markers and extended my life
1,and extended my life expectancy
1,considerable amount that others
1,by a considerable amount
1,to support metabolism
1,an integrative pathway to
1,might not be
1,able to do
1,instead i have researched
1,i have researched and
1,have researched and self
1,researched and self funded
1,and self funded an
1,self funded an integrative
1,funded an integrative pathway
1,integrative pathway to correct
1,expectancy by a considerable
1,pathway to correct these
1,to correct these markers
1,correct these markers and
1,these markers and extended
1,markers and extended my
1,and extended my life
1,extended my life expectancy
1,my life expectancy by
1,life expectancy by a
1,extended my life expectancy by
1,my life expectancy by a
1,life expectancy by a considerable
1,tumours and treatment
1,metabolism has
1,has an
1,an effect
1,there is little
1,is little funding
1,little funding into
1,funding into brain
1,into brain tumours
1,brain tumours and
1,and treatment but
1,expectancy by a considerable amount
1,treatment but there
1,but there is
1,there is clear
1,is clear evidence
1,clear evidence around
1,evidence around the
1,around the world
1,the world to
1,world to support
1,support metabolism
1,world to
1,around the
1,evidence around
1,by a considerable amount that
1,a considerable amount that others
1,considerable amount that others might
1,amount that others might not
1,that others might not be
1,others might not be able
1,might not be able to
1,not be able to do
1,is little
1,little funding
1,funding into
1,into brain
1,brain tumours
1,tumours and
1,and treatment
1,treatment but
1,but there
1,is clear
1,clear evidence
1,it needs to be
1,to be assessed at
1,only available to mothers
1,to access timely mental health
1,timely mental health support
1,bereaved parents who develop psychiatric
1,parents who develop psychiatric illnesses
1,who develop psychiatric illnesses are
1,develop psychiatric illnesses are struggling
1,psychiatric illnesses are struggling to
1,illnesses are struggling to access
1,are struggling to access timely
1,struggling to access timely mental
1,access timely mental health support
1,to access timely mental
1,we urge
1,urge the
1,to fund
1,fund specialist
1,specialist psychological
1,support for
1,for bereaved
1,parents that
1,is currently
1,access timely mental health
1,struggling to access timely
1,only available
1,struggling to access
1,access timely
1,timely mental
1,health support
1,parents who develop
1,who develop psychiatric
1,develop psychiatric illnesses
1,psychiatric illnesses are
1,illnesses are struggling
1,are struggling to
1,to access timely
1,are struggling to access
1,access timely mental
1,timely mental health
1,mental health support
1,bereaved parents who develop
1,parents who develop psychiatric
1,who develop psychiatric illnesses
1,develop psychiatric illnesses are
1,psychiatric illnesses are struggling
1,illnesses are struggling to
1,currently only
1,to mothers
1,be assessed at first
1,government to fund specialist
1,who have a
1,have a living
1,a living baby
1,living baby after
1,baby after child
1,after child birth
1,we urge the government
1,urge the government to
1,the government to fund
1,to fund specialist psychological
1,to mothers who
1,fund specialist psychological support
1,specialist psychological support for
1,psychological support for bereaved
1,support for bereaved parents
1,for bereaved parents that
1,bereaved parents that is
1,parents that is currently
1,that is currently only
1,is currently only available
1,mothers who have
1,available to mothers
1,mothers who
1,to fund specialist
1,who have
1,a living
1,living baby
1,baby after
1,after child
1,child birth
1,we urge the
1,urge the government
1,government to fund
1,fund specialist psychological
1,only available to
1,specialist psychological support
1,psychological support for
1,support for bereaved
1,for bereaved parents
1,bereaved parents that
1,parents that is
1,that is currently
1,is currently only
1,currently only available
1,to access
1,struggling to
1,are struggling
1,nhs can
1,first point and needs to
1,point and needs to addressed
1,and needs to addressed alongside
1,needs to addressed alongside treatment
1,fund this
1,this specific
1,specific area
1,area so
1,so that
1,can revise
1,assessed at first point and
1,revise current
1,current protocols
1,protocols in
1,in light
1,light of
1,should fund this
1,fund this specific
1,this specific area
1,specific area so
1,at first point and needs
1,be assessed at first point
1,illnesses are
1,metabolism would most likely improve
1,assessed at first point
1,at first point and
1,first point and needs
1,point and needs to
1,and needs to addressed
1,needs to addressed alongside
1,to addressed alongside treatment
1,advising on metabolism would most
1,on metabolism would most likely
1,would most likely improve outcomes
1,to be assessed at first
1,most likely improve outcomes for
1,likely improve outcomes for many
1,improve outcomes for many but
1,outcomes for many but it
1,for many but it needs
1,many but it needs to
1,but it needs to be
1,it needs to be assessed
1,needs to be assessed at
1,area so that
1,so that the
1,that the nhs
1,that the nhs can revise
1,light of the evidence
1,the government should fund this
1,government should fund this specific
1,should fund this specific area
1,fund this specific area so
1,this specific area so that
1,specific area so that the
1,area so that the nhs
1,so that the nhs can
1,the nhs can revise current
1,the nhs can
1,nhs can revise current protocols
1,can revise current protocols in
1,revise current protocols in light
1,current protocols in light of
1,protocols in light of the
1,in light of the evidence
1,who develop
1,develop psychiatric
1,psychiatric illnesses
1,in light of the
1,protocols in light of
1,current protocols in light
1,revise current protocols in
1,nhs can revise
1,can revise current
1,revise current protocols
1,current protocols in
1,protocols in light
1,in light of
1,light of the
1,of the evidence
1,government should fund this
1,should fund this specific
1,fund this specific area
1,this specific area so
1,specific area so that
1,area so that the
1,so that the nhs
1,that the nhs can
1,the nhs can revise
1,nhs can revise current
1,can revise current protocols
1,others might not
1,that others might
1,amount that others
1,not in line with
1,it is difficult for
1,is difficult for clinicians
1,difficult for clinicians to
1,for clinicians to authorise
1,clinicians to authorise blood
1,to authorise blood testing
1,authorise blood testing not
1,blood testing not in
1,testing not in line
1,in line with existing
1,protocols for diagnosis
1,line with existing protocols
1,with existing protocols for
1,existing protocols for diagnosis
1,currently it is difficult for
1,it is difficult for clinicians
1,is difficult for clinicians to
1,difficult for clinicians to authorise
1,for clinicians to authorise blood
1,clinicians to authorise blood testing
1,currently it is difficult
1,existing protocols for
1,authorise blood testing not in
1,is difficult for
1,not in
1,in line
1,line with
1,with existing
1,existing protocols
1,protocols for
1,for diagnosis
1,currently it is
1,it is difficult
1,difficult for clinicians
1,with existing protocols
1,for clinicians to
1,clinicians to authorise
1,to authorise blood
1,authorise blood testing
1,blood testing not
1,testing not in
1,not in line
1,in line with
1,line with existing
1,to authorise blood testing not
1,blood testing not in line
1,considerable amount that
1,all blood markers
1,should be used
1,be used to
1,used to examine
1,to examine the
1,examine the introduction
1,the introduction of
1,introduction of testing
1,of testing all
1,testing all blood
1,blood markers for
1,the cancer
1,markers for metabolism
1,for metabolism and
1,metabolism and possible
1,and possible causes
1,possible causes driving
1,causes driving the
1,driving the cancer
1,funding should be used
1,should be used to
1,funding should be
1,driving the
1,testing not in line with
1,the introduction
1,not in line with existing
1,in line with existing protocols
1,line with existing protocols for
1,with existing protocols for diagnosis
1,funding should
1,be used
1,used to
1,to examine
1,examine the
1,introduction of
1,causes driving
1,of testing
1,testing all
1,all blood
1,blood markers
1,markers for
1,for metabolism
1,metabolism and
1,and possible
1,possible causes
1,testing not
1,blood testing
1,authorise blood
1,not want
1,has worsened
1,worsened my
1,my condition
1,condition on
1,on many
1,many occasions
1,occasions and
1,and i
1,i do
1,want others
1,procedure or cooperation between organisations
1,others to
1,to suffer
1,suffer like
1,like i
1,this has worsened
1,has worsened my
1,worsened my condition
1,my condition on
1,condition on many
1,this has
1,clear procedure or cooperation between
1,to authorise
1,have witnessed the flaws in
1,psychotherapy additional details as a
1,additional details as a survivor
1,details as a survivor of
1,as a survivor of rape
1,a survivor of rape i
1,survivor of rape i have
1,of rape i have witnessed
1,rape i have witnessed the
1,i have witnessed the flaws
1,witnessed the flaws in the
1,no clear procedure or cooperation
1,the flaws in the current
1,flaws in the current system
1,in the current system where
1,the current system where there
1,current system where there is
1,system where there is no
1,where there is no clear
1,there is no clear procedure
1,is no clear procedure or
1,on many occasions
1,many occasions and
1,occasions and i
1,and i do not want
1,suffer like i have
1,this has worsened my condition
1,has worsened my condition on
1,worsened my condition on many
1,my condition on many occasions
1,condition on many occasions and
1,on many occasions and i
1,many occasions and i do
1,occasions and i do not
1,i do not want others
1,and i do
1,do not want others to
1,not want others to suffer
1,want others to suffer like
1,others to suffer like i
1,to suffer like i have
1,currently it
1,is difficult
1,difficult for
1,clinicians to
1,to suffer like i
1,others to suffer like
1,want others to suffer
1,not want others to
1,i do not
1,do not want
1,not want others
1,want others to
1,others to suffer
1,to suffer like
1,suffer like i
1,like i have
1,this has worsened my
1,has worsened my condition
1,worsened my condition on
1,my condition on many
1,condition on many occasions
1,on many occasions and
1,many occasions and i
1,occasions and i do
1,and i do not
1,i do not want
1,do not want others
1,be used to examine
1,used to examine the
1,to examine the introduction
1,addressed they could have
1,they could have
1,could have treated
1,have treated or
1,treated or advised
1,or advised me
1,if this had been
1,this had been addressed
1,had been addressed they
1,been addressed they could
1,they could have treated
1,been addressed they
1,could have treated or
1,have treated or advised
1,treated or advised me
1,if this had been addressed
1,this had been addressed they
1,had been addressed they could
1,been addressed they could have
1,addressed they could have treated
1,they could have treated or
1,addressed they could
1,had been addressed
1,pre diabetic and hyperinsulimic
1,as pre diabetic and hyperinsulimic
1,assessment had been done i
1,had been done i would
1,been done i would have
1,done i would have been
1,i would have been assessed
1,would have been assessed as
1,have been assessed as pre
1,been assessed as pre diabetic
1,assessed as pre diabetic and
1,if this
1,this had been
1,this had
1,been addressed
1,addressed they
1,they could
1,have treated
1,treated or
1,or advised
1,advised me
1,if this had
1,could have treated or advised
1,have treated or advised me
1,instead i
1,to correct these
1,i have researched
1,have researched and
1,researched and self
1,and self funded
1,self funded an
1,funded an integrative
1,an integrative pathway
1,integrative pathway to
1,pathway to correct
1,correct these markers
1,have researched
1,these markers and
1,markers and extended
1,and extended my
1,extended my life
1,my life expectancy
1,life expectancy by
1,expectancy by a
1,by a considerable
1,a considerable amount
1,instead i have
1,to do
1,might not
1,others might
1,researched and
1,and self
1,self funded
1,funded an
1,an integrative
1,integrative pathway
1,pathway to
1,to correct
1,correct these
1,these markers
1,markers and
1,and extended
1,extended my
1,my life
1,expectancy by
1,a considerable
1,considerable amount
1,amount that
1,that others
1,if assessment had been done
1,as pre diabetic and
1,examine the introduction of
1,with gbm
1,markers for metabolism and possible
1,for metabolism and possible causes
1,metabolism and possible causes driving
1,and possible causes driving the
1,possible causes driving the cancer
1,in may
1,may 2019
1,2019 i
1,was diagnosed
1,gbm 4
1,all blood markers for metabolism
1,details in may
1,in may 2019
1,may 2019 i
1,2019 i was
1,i was diagnosed
1,was diagnosed with
1,diagnosed with gbm
1,with gbm 4
1,additional details in may
1,blood markers for metabolism and
1,testing all blood markers for
1,assessed as pre diabetic
1,and possible causes driving
1,the introduction of testing
1,introduction of testing all
1,of testing all blood
1,testing all blood markers
1,all blood markers for
1,blood markers for metabolism
1,markers for metabolism and
1,for metabolism and possible
1,metabolism and possible causes
1,possible causes driving the
1,of testing all blood markers
1,causes driving the cancer
1,funding should be used to
1,should be used to examine
1,be used to examine the
1,used to examine the introduction
1,to examine the introduction of
1,examine the introduction of testing
1,the introduction of testing all
1,introduction of testing all blood
1,details in may 2019
1,in may 2019 i
1,may 2019 i was
1,pre diabetic and
1,had been done
1,been done i
1,done i would
1,i would have
1,would have been
1,have been assessed
1,been assessed as
1,assessed as pre
1,as pre diabetic
1,diabetic and hyperinsulimic
1,2019 i was diagnosed
1,if assessment had been
1,assessment had been done
1,had been done i
1,been done i would
1,done i would have
1,i would have been
1,would have been assessed
1,have been assessed as
1,been assessed as pre
1,assessment had been
1,if assessment had
1,and hyperinsulimic
1,diabetic and
1,i was diagnosed with
1,was diagnosed with gbm
1,diagnosed with gbm 4
1,additional details in may 2019
1,details in may 2019 i
1,in may 2019 i was
1,may 2019 i was diagnosed
1,2019 i was diagnosed with
1,i was diagnosed with gbm
1,was diagnosed with gbm 4
1,if assessment
1,assessment had
1,been done
1,done i
1,would have
1,been assessed
1,assessed as
1,as pre
1,pre diabetic
1,currently only available to
1,available to mothers who
1,schools and colleges due
1,are the
1,monthly basis
1,basis to
1,to refresh
1,refresh childrens
1,childrens minds
1,minds that
1,that not
1,not all
1,all people
1,would like all
1,on a
1,like all staff
1,all staff members
1,staff members in
1,members in mainstream
1,in mainstream schools
1,mainstream schools to
1,schools to be
1,to be trained
1,be trained on
1,a monthly
1,school on
1,on autism and
1,cope with
1,in mainstream
1,mainstream schools
1,schools to
1,be trained
1,trained on
1,autism and
1,and how
1,how to
1,to cope
1,with meltdowns
1,in school
1,meltdowns i
1,would also
1,also like
1,like awareness
1,awareness on
1,autism put
1,put through
1,through assemblys
1,assemblys in
1,trained on autism
1,autism and how
1,how to cope with
1,all staff members in
1,minds that not
1,that not all
1,not all people
1,all people are
1,people are the
1,are the same
1,i would like all
1,would like all staff
1,like all staff members
1,staff members in mainstream
1,refresh childrens minds
1,members in mainstream schools
1,in mainstream schools to
1,mainstream schools to be
1,schools to be trained
1,to be trained on
1,be trained on autism
1,trained on autism and
1,on autism and how
1,autism and how to
1,childrens minds that
1,to refresh childrens
1,and how to
1,awareness on autism
1,how to cope
1,to cope with
1,cope with meltdowns
1,with meltdowns i
1,meltdowns i would
1,i would also
1,would also like
1,also like awareness
1,like awareness on
1,on autism put
1,basis to refresh
1,autism put through
1,put through assemblys
1,through assemblys in
1,assemblys in school
1,in school on
1,school on a
1,on a monthly
1,a monthly basis
1,monthly basis to
1,members in
1,staff members
1,all staff
1,additional details the data
1,as the basis
1,the basis for
1,basis for imposing
1,for imposing massive
1,imposing massive restrictions
1,massive restrictions on
1,restrictions on liberty
1,on liberty and
1,liberty and society
1,details the data surrounding
1,being used as
1,the data surrounding pillar
1,data surrounding pillar 2
1,surrounding pillar 2 testing
1,pillar 2 testing is
1,2 testing is being
1,testing is being used
1,is being used as
1,being used as the
1,used as the basis
1,used as the
1,is being used
1,like all
1,imposing massive
1,2 testing
1,testing is
1,is being
1,being used
1,used as
1,as the
1,the basis
1,basis for
1,for imposing
1,massive restrictions
1,testing is being
1,on liberty
1,liberty and
1,and society
1,details the data
1,the data surrounding
1,data surrounding pillar
1,surrounding pillar 2
1,pillar 2 testing
1,2 testing is
1,as the basis for
1,the basis for imposing
1,basis for imposing massive
1,data must be
1,scrutiny of
1,of this
1,this data
1,data must
1,be facilitated
1,public scrutiny of
1,scrutiny of this
1,of this data
1,this data must
1,must be facilitated
1,for imposing massive restrictions
1,public scrutiny of this
1,scrutiny of this data
1,of this data must
1,this data must be
1,data must be facilitated
1,public scrutiny of this data
1,scrutiny of this data must
1,of this data must be
1,this data must be facilitated
1,public scrutiny
1,restrictions on liberty and society
1,massive restrictions on liberty and
1,imposing massive restrictions on liberty
1,imposing massive restrictions on
1,massive restrictions on liberty
1,restrictions on liberty and
1,on liberty and society
1,additional details the data surrounding
1,details the data surrounding pillar
1,the data surrounding pillar 2
1,data surrounding pillar 2 testing
1,surrounding pillar 2 testing is
1,pillar 2 testing is being
1,2 testing is being used
1,testing is being used as
1,is being used as the
1,being used as the basis
1,used as the basis for
1,as the basis for imposing
1,the basis for imposing massive
1,basis for imposing massive restrictions
1,for imposing massive restrictions on
1,and how to cope
1,to cope with meltdowns
1,to mothers who have
1,the kids could
1,across the world
1,the world and
1,world and if
1,and if schools
1,if schools knew
1,schools knew more
1,knew more maybe
1,more maybe the
1,maybe the kids
1,kids could be
1,of familys across
1,could be a
1,be a bit
1,a bit better
1,bit better on
1,better on school
1,additional details having autism
1,details having autism awareness
1,having autism awareness spread
1,autism awareness spread is
1,familys across the
1,thousands of familys
1,spread is important to
1,bit better
1,and if
1,if schools
1,schools knew
1,knew more
1,more maybe
1,maybe the
1,the kids
1,kids could
1,a bit
1,better on
1,to thousands of
1,on school
1,additional details having
1,details having autism
1,having autism awareness
1,autism awareness spread
1,awareness spread is
1,spread is important
1,is important to
1,important to thousands
1,awareness spread is important
1,is important to thousands
1,cope with meltdowns i
1,world and if schools knew
1,spread is important to thousands
1,is important to thousands of
1,important to thousands of familys
1,to thousands of familys across
1,thousands of familys across the
1,of familys across the world
1,familys across the world and
1,across the world and if
1,the world and if schools
1,and if schools knew more
1,autism awareness spread is important
1,if schools knew more maybe
1,schools knew more maybe the
1,knew more maybe the kids
1,more maybe the kids could
1,maybe the kids could be
1,the kids could be a
1,kids could be a bit
1,could be a bit better
1,be a bit better on
1,awareness spread is important to
1,having autism awareness spread is
1,important to thousands of
1,schools knew more maybe
1,to thousands of familys
1,thousands of familys across
1,of familys across the
1,familys across the world
1,across the world and
1,the world and if
1,world and if schools
1,and if schools knew
1,if schools knew more
1,knew more maybe the
1,details having autism awareness spread
1,more maybe the kids
1,maybe the kids could
1,the kids could be
1,kids could be a
1,could be a bit
1,be a bit better
1,a bit better on
1,bit better on school
1,additional details having autism awareness
1,world and
1,across the
1,familys across
1,mainstream schools to be trained
1,all people are the
1,people are the same
1,i would like all staff
1,would like all staff members
1,like all staff members in
1,all staff members in mainstream
1,staff members in mainstream schools
1,members in mainstream schools to
1,in mainstream schools to be
1,schools to be trained on
1,that not all people
1,to be trained on autism
1,be trained on autism and
1,trained on autism and how
1,on autism and how to
1,autism and how to cope
1,and how to cope with
1,how to cope with meltdowns
1,to cope with meltdowns i
1,cope with meltdowns i would
1,not all people are
1,minds that not all
1,of familys
1,put through assemblys in
1,with meltdowns i would
1,meltdowns i would also
1,i would also like
1,would also like awareness
1,also like awareness on
1,like awareness on autism
1,awareness on autism put
1,on autism put through
1,autism put through assemblys
1,through assemblys in school
1,childrens minds that not
1,assemblys in school on
1,in school on a
1,school on a monthly
1,on a monthly basis
1,a monthly basis to
1,monthly basis to refresh
1,basis to refresh childrens
